PCDS,LAT,LONG,pcds_clean
E1 3JG,51.51933,-0.049517,E13JG
E1 4DG,51.52505,-0.042179,E14DG
E1 4UN,51.52038,-0.051735,E14UN
E1 4UT,51.52029,-0.051335,E14UT
E1 5AW,51.52113,-0.066118,E15AW
E1 5HU,51.51942,-0.065369,E15HU
E1 5HZ,51.51988,-0.066834,E15HZ
E1 5NF,51.51787,-0.06702,E15NF
E1 6PJ,51.52245,-0.078229,E16PJ
E1 8FA,51.51477,-0.072095,E18FA
E1 8HY,51.51009,-0.065822,E18HY
E10 5ES,51.56544,-0.014631,E105ES
E10 5LL,51.56185,-0.013446,E105LL
E10 5RU,51.56996,-0.015993,E105RU
E10 6AW,51.57703,-0.009609,E106AW
E10 6JQ,51.56942,-0.005396,E106JQ
E10 6RA,51.57082,-0.008711,E106RA
E10 7ES,51.57434,-0.01635,E107ES
E10 7JQ,51.56814,-0.023445,E107JQ
E10 7PS,51.56903,-0.037044,E107PS
E11 1DA,51.56935,0.001455,E111DA
E11 1HG,51.56824,0.009127,E111HG
E11 1HP,51.56951,0.009716,E111HP
E11 1HT,51.57018,0.012199,E111HT
E11 2AA,51.57965,0.024394,E112AA
E11 3AW,51.57021,0.01435,E113AW
E11 3HG,51.56107,0.010051,E113HG
E11 4PB,51.56067,0.007985,E114PB
E12 5BP,51.55163,0.046864,E125BP
E12 5LU,51.55429,0.061712,E125LU
E12 6BT,51.55233,0.053228,E126BT
E12 6BW,51.55283,0.05038,E126BW
E12 6RH,51.54591,0.049246,E126RH
E12 6SG,51.54069,0.053281,E126SG
E12 6SJ,51.54086,0.050447,E126SJ
E12 6SL,51.54252,0.049945,E126SL
E13 0AD,51.53102,0.020752,E130AD
E13 0PG,51.53703,0.025805,E130PG
E13 0TD,51.53058,0.016191,E130TD
E13 8BF,51.5218,0.027003,E138BF
E13 8EB,51.5231,0.022434,E138EB
E13 8EE,51.52214,0.021699,E138EE
E13 8HD,51.5212,0.01729,E138HD
E13 8QE,51.52532,0.028673,E138QE
E13 8QP,51.52245,0.028401,E138QP
E14 0EA,51.51139,-0.013682,E140EA
E14 3AA,51.48986,-0.018969,E143AA
E14 5RE,51.50369,-0.014911,E145RE
E14 5SH,51.50598,-0.009768,E145SH
E14 6FF,51.51628,-0.015603,E146FF
E14 6PX,51.51789,-0.01128,E146PX
E14 6RN,51.51889,-0.009579,E146RN
E14 7FF,51.51398,-0.029798,E147FF
E14 7HA,51.51156,-0.028706,E147HA
E14 8DP,51.51007,-0.039896,E148DP
E14 8JQ,51.50825,-0.026745,E148JQ
E14 8LH,51.49914,-0.02371,E148LH
E14 8PX,51.49611,-0.024576,E148PX
E14 9GE,51.49885,-0.014574,E149GE
E14 9NH,51.49772,-0.018052,E149NH
E14 9PN,51.51104,-0.008869,E149PN
E14 9RP,51.49639,-0.01762,E149RP
E14 9SH,51.50055,-0.017237,E149SH
E14 9SZ,51.49679,-0.018337,E149SZ
E14 9TS,51.4992,-0.01283,E149TS
E14 9XL,51.50115,-0.020324,E149XL
E15 1BZ,51.54663,-0.00185,E151BZ
E15 1DA,51.54003,-0.001432,E151DA
E15 1EN,51.54465,0.004741,E151EN
E15 1HF,51.54833,0.008206,E151HF
E15 1HJ,51.54831,0.00959,E151HJ
E15 1HP,51.54422,0.004881,E151HP
E15 1HR,51.54665,0.007007,E151HR
E15 1QL,51.54611,0.001099,E151QL
E15 1XH,51.54093,0.000973,E151XH
E15 2GE,51.53558,-0.006933,E152GE
E15 2LS,51.53544,-0.004762,E152LS
E15 2QS,51.53134,-0.008892,E152QS
E15 2SJ,51.54465,-0.021406,E152SJ
E15 2ST,51.53685,-0.000403,E152ST
E15 3ET,51.53363,0.012663,E153ET
E15 3HX,51.53587,0.008003,E153HX
E15 4BQ,51.54095,0.002718,E154BQ
E15 4EQ,51.54295,0.010623,E154EQ
E15 4LJ,51.5424,0.005234,E154LJ
E15 4PH,51.53948,0.004168,E154PH
E15 4QZ,51.53904,-0.000163,E154QZ
E16 1AG,51.50598,0.015796,E161AG
E16 1AH,51.50598,0.015796,E161AH
E16 1HN,51.51075,0.014018,E161HN
E16 1JQ,51.514,0.011942,E161JQ
E16 1PN,51.51519,0.024,E161PN
E16 2DQ,51.50267,0.04539,E162DQ
E16 2LJ,51.50094,0.062675,E162LJ
E16 2XR,51.5068,0.07833,E162XR
E16 3DJ,51.51105,0.032319,E163DJ
E16 3EZ,51.51201,0.038055,E163EZ
E16 3RN,51.51556,0.034279,E163RN
E16 3RU,51.51389,0.036453,E163RU
E16 3TE,51.51553,0.04121,E163TE
E17 3AB,51.58538,-0.018295,E173AB
E17 3DB,51.58871,-0.01213,E173DB
E17 3LQ,51.58921,-0.001844,E173LQ
E17 3NU,51.58581,-0.001676,E173NU
E17 4DR,51.59822,0.000759,E174DR
E17 4JP,51.59665,-0.00933,E174JP
E17 4TA,51.59599,-0.00699,E174TA
E17 5EG,51.60158,-0.031035,E175EG
E17 5PX,51.59791,-0.040839,E175PX
E17 5RQ,51.59483,-0.03459,E175RQ
E17 6BU,51.5905,-0.037347,E176BU
E17 6DS,51.58909,-0.039789,E176DS
E17 6QU,51.58767,-0.027998,E176QU
E17 8JU,51.5757,-0.018023,E178JU
E17 9DZ,51.57941,-0.005565,E179DZ
E18 1AN,51.59272,0.026736,E181AN
E18 1ET,51.59728,0.037451,E181ET
E18 1HB,51.59491,0.035872,E181HB
E18 2BF,51.6003,0.01903,E182BF
E1W 1AW,51.50887,-0.069015,E1W1AW
E1W 3TH,51.50615,-0.052918,E1W3TH
E2 6HG,51.52637,-0.061484,E26HG
E2 8JF,51.53017,-0.075481,E28JF
E2 9DA,51.53186,-0.057026,E29DA
E2 9NG,51.53244,-0.055127,E29NG
E3 2AD,51.5271,-0.026608,E32AD
E3 3AN,51.51852,-0.022525,E33AN
E3 3HN,51.52688,-0.01406,E33HN
E3 3YD,51.52184,-0.018013,E33YD
E3 4JN,51.52145,-0.033137,E34JN
E3 4QJ,51.52478,-0.030038,E34QJ
E3 4RR,51.51946,-0.035875,E34RR
E3 4SW,51.52473,-0.033082,E34SW
E3 5EL,51.53313,-0.029865,E35EL
E3 5NT,51.53606,-0.029363,E35NT
E4 6AB,51.63333,0.008662,E46AB
E4 6LE,51.6199,0.007506,E46LE
E4 6SE,51.62218,-0.005121,E46SE
E4 6ST,51.61975,-0.016915,E46ST
E4 7AA,51.63472,0.006311,E47AA
E4 7BJ,51.63116,0.00361,E47BJ
E4 7ES,51.631,-5.3e-05,E47ES
E4 7PR,51.63499,-0.012767,E47PR
E4 7QB,51.64391,-0.010223,E47QB
E4 8JR,51.61391,-0.017198,E48JR
E4 8LU,51.61042,-0.018246,E48LU
E4 8PD,51.6124,-0.02515,E48PD
E4 9EF,51.60803,-0.00151,E49EF
E4 9FA,51.62034,-0.008062,E49FA
E5 0SR,51.55556,-0.036988,E50SR
E5 8RJ,51.56197,-0.062828,E58RJ
E5 9AL,51.57158,-0.064022,E59AL
E5 9DD,51.5636,-0.058026,E59DD
E5 9QD,51.55892,-0.052815,E59QD
E5 9UQ,51.5647,-0.052972,E59UQ
E6 1DQ,51.53943,0.046331,E61DQ
E6 2JA,51.53899,0.051517,E62JA
E6 2JG,51.53819,0.049938,E62JG
E6 2RL,51.53254,0.058869,E62RL
E6 5YA,51.51589,0.053766,E65YA
E6 6DQ,51.52703,0.062859,E66DQ
E6 6HE,51.52468,0.061715,E66HE
E7 0AN,51.55506,0.017201,E70AN
E7 0EL,51.54893,0.024531,E70EL
E7 0LA,51.55148,0.02737,E70LA
E7 0QH,51.5486,0.02528,E70QH
E7 8AS,51.54673,0.038034,E78AS
E7 9AR,51.54783,0.020559,E79AR
E7 9DE,51.54974,0.016677,E79DE
E7 9HZ,51.54591,0.022695,E79HZ
E8 1DY,51.54532,-0.057953,E81DY
E8 1HE,51.54531,-0.054939,E81HE
E8 2AQ,51.54972,-0.060362,E82AQ
E8 3DY,51.54469,-0.074003,E83DY
E8 3NJ,51.54366,-0.058946,E83NJ
E8 3RH,51.5394,-0.056647,E83RH
E8 4AA,51.54153,-0.075939,E84AA
E8 4DL,51.53863,-0.076984,E84DL
E8 4EB,51.53711,-0.076082,E84EB
E8 4RT,51.53579,-0.056888,E84RT
E9 5DG,51.54529,-0.035209,E95DG
E9 5HB,51.54266,-0.024954,E95HB
E9 5JF,51.54676,-0.029882,E95JF
E9 6AS,51.5489,-0.04055,E96AS
E9 6PE,51.54463,-0.050122,E96PE
EC1M 6AN,51.52194,-0.100709,EC1M6AN
EC1N 6SN,51.5191,-0.107371,EC1N6SN
EC1N 7SU,51.51958,-0.109052,EC1N7SU
EC1N 7TJ,51.52045,-0.109737,EC1N7TJ
EC1R 0NE,51.5249,-0.107101,EC1R0NE
EC1V 2NX,51.52731,-0.088894,EC1V2NX
EC1V 2NZ,51.53044,-0.101249,EC1V2NZ
EC2A 2AP,51.52169,-0.081634,EC2A2AP
EC2A 2DT,51.52245,-0.086027,EC2A2DT
EC2A 2EW,51.52106,-0.080031,EC2A2EW
EC2A 3QT,51.52579,-0.080971,EC2A3QT
EC2A 4LT,51.52444,-0.084531,EC2A4LT
EC2A 4NE,51.52562,-0.083602,EC2A4NE
EC2M 1NH,51.51695,-0.083779,EC2M1NH
EC2Y 9DT,51.51794,-0.090151,EC2Y9DT
EC3A 7LP,51.51436,-0.077704,EC3A7LP
EC3A 8AA,51.51525,-0.080362,EC3A8AA
EC3N 1LJ,51.51351,-0.076054,EC3N1LJ
EC3R 5AR,51.50978,-0.081255,EC3R5AR
EC3R 6HD,51.50922,-0.085429,EC3R6HD
EC3R 7LP,51.51143,-0.07911,EC3R7LP
EC3V 3DG,51.51348,-0.087672,EC3V3DG
EC4Y 8DP,51.51283,-0.108135,EC4Y8DP
EN1 1BJ,51.64241,-0.067769,EN11BJ
EN1 1FS,51.64405,-0.058955,EN11FS
EN1 1NU,51.65005,-0.074701,EN11NU
EN1 1PJ,51.65203,-0.074386,EN11PJ
EN1 1PL,51.65177,-0.07204,EN11PL
EN1 1SJ,51.65119,-0.056149,EN11SJ
EN1 1XH,51.6431,-0.066122,EN11XH
EN1 1YB,51.6522,-0.072326,EN11YB
EN1 1YT,51.65241,-0.079805,EN11YT
EN1 2AF,51.65167,-0.079837,EN12AF
EN1 2QN,51.64334,-0.071416,EN12QN
EN1 3GN,51.65787,-0.058813,EN13GN
EN1 3JL,51.65875,-0.07961,EN13JL
EN1 3LY,51.65986,-0.069933,EN13LY
EN1 3PN,51.65913,-0.059381,EN13PN
EN1 3TF,51.65279,-0.077245,EN13TF
EN1 3UZ,51.65925,-0.080065,EN13UZ
EN1 4DB,51.66771,-0.056165,EN14DB
EN1 4EY,51.66504,-0.053518,EN14EY
EN1 4UR,51.66185,-0.061202,EN14UR
EN11 0ES,51.77055,0.003242,EN110ES
EN11 0FJ,51.76512,0.003523,EN110FJ
EN11 0LB,51.77029,0.003433,EN110LB
EN11 8SX,51.7581,-0.012829,EN118SX
EN2 0BX,51.66384,-0.080754,EN20BX
EN2 0JA,51.66157,-0.086113,EN20JA
EN2 0QN,51.66006,-0.087536,EN20QN
EN2 6AZ,51.65209,-0.084691,EN26AZ
EN2 6DU,51.64866,-0.080267,EN26DU
EN2 6TZ,51.64853,-0.082253,EN26TZ
EN2 8EN,51.65823,-0.096027,EN28EN
EN2 8JQ,51.66397,-0.105186,EN28JQ
EN2 9AA,51.66748,-0.074179,EN29AA
EN2 9BQ,51.67741,-0.097292,EN29BQ
EN3 4FN,51.64545,-0.048821,EN34FN
EN3 4HF,51.64793,-0.046806,EN34HF
EN3 4NZ,51.64029,-0.045719,EN34NZ
EN3 4SA,51.64688,-0.049135,EN34SA
EN3 5BN,51.65893,-0.047461,EN35BN
EN3 5JN,51.66178,-0.045531,EN35JN
EN3 6AG,51.67133,-0.035922,EN36AG
EN3 6GS,51.66859,-0.016966,EN36GS
EN3 6NE,51.67286,-0.037621,EN36NE
EN3 7DA,51.64837,-0.035787,EN37DA
EN3 7EH,51.65048,-0.036563,EN37EH
EN3 7EN,51.6491,-0.036522,EN37EN
EN3 7GD,51.67387,-0.021653,EN37GD
EN3 7HP,51.65683,-0.043142,EN37HP
EN3 7LX,51.65442,-0.037578,EN37LX
EN3 7NJ,51.65942,-0.029829,EN37NJ
EN3 7SB,51.65496,-0.032524,EN37SB
EN3 7SY,51.64835,-0.032044,EN37SY
EN3 7XU,51.67455,-0.022144,EN37XU
EN4 8FH,51.64013,-0.161937,EN48FH
EN4 9DQ,51.65563,-0.164491,EN49DQ
EN4 9EB,51.65054,-0.149547,EN49EB
EN4 9RT,51.64969,-0.160842,EN49RT
EN5 1AD,51.6459,-0.186825,EN51AD
EN5 1AH,51.64529,-0.186156,EN51AH
EN5 2UA,51.64347,-0.194987,EN52UA
EN5 2UP,51.64325,-0.200878,EN52UP
EN5 4DJ,51.65535,-0.214914,EN54DJ
EN5 5SU,51.65781,-0.201473,EN55SU
EN5 5TH,51.65452,-0.200562,EN55TH
EN5 5YL,51.65479,-0.199409,EN55YL
EN6 1AE,51.69827,-0.19126,EN61AE
EN6 1BZ,51.7026,-0.186587,EN61BZ
EN6 3LT,51.69382,-0.241009,EN63LT
EN6 4RY,51.70725,-0.108184,EN64RY
EN6 5AJ,51.69366,-0.177669,EN65AJ
EN6 5BL,51.69821,-0.175099,EN65BL
EN6 5BS,51.69283,-0.17967,EN65BS
EN6 5HA,51.70071,-0.172885,EN65HA
EN8 0BS,51.70941,-0.036603,EN80BS
EN8 0DW,51.70792,-0.038405,EN80DW
EN8 0NL,51.71888,-0.035933,EN80NL
EN8 7BY,51.68638,-0.032638,EN87BY
EN8 7HP,51.68652,-0.028697,EN87HP
EN8 7NY,51.68411,-0.024085,EN87NY
EN8 7QU,51.69076,-0.029656,EN87QU
EN8 8JJ,51.6957,-0.034158,EN88JJ
EN8 9DE,51.70618,-0.035137,EN89DE
EN8 9SH,51.70781,-0.024297,EN89SH
EN9 1JH,51.68177,-0.003356,EN91JH
EN9 1NP,51.68533,0.002008,EN91NP
EN9 1QF,51.69104,0.008511,EN91QF
EX1 1NS,50.7225,-3.526205,EX11NS
EX1 2JY,50.72501,-3.523878,EX12JY
EX1 2QL,50.72133,-3.506106,EX12QL
EX1 3QS,50.72768,-3.471029,EX13QS
EX10 0DZ,50.69896,-3.29695,EX100DZ
EX10 8RW,50.67965,-3.246409,EX108RW
EX10 9TZ,50.6983,-3.237119,EX109TZ
EX11 1BT,50.75134,-3.279231,EX111BT
EX11 1RH,50.74287,-3.290069,EX111RH
EX12 2LE,50.70527,-3.070318,EX122LE
EX12 2WH,50.71983,-3.071825,EX122WH
EX13 5DZ,50.78292,-2.997234,EX135DZ
EX13 5GL,50.79761,-2.931123,EX135GL
EX14 1HG,50.79856,-3.188539,EX141HG
EX14 1HL,50.8014,-3.181444,EX141HL
EX14 1LW,50.79923,-3.190982,EX141LW
EX14 1PJ,50.8003,-3.18634,EX141PJ
EX14 1SF,50.79334,-3.20976,EX141SF
EX14 1ST,50.79068,-3.215182,EX141ST
EX14 3HL,50.80866,-3.325123,EX143HL
EX14 4PB,50.86611,-3.222684,EX144PB
EX15 1AA,50.85789,-3.393211,EX151AA
EX15 1AB,50.85794,-3.392417,EX151AB
EX15 1BS,50.86172,-3.379628,EX151BS
EX15 3DG,50.89602,-3.334554,EX153DG
EX15 3XG,50.90545,-3.324512,EX153XG
EX16 4AL,50.90211,-3.469695,EX164AL
EX16 5DH,50.90129,-3.490916,EX165DH
EX16 5JJ,50.90239,-3.494862,EX165JJ
EX16 6NU,50.90352,-3.489266,EX166NU
EX16 9NS,50.99141,-3.485994,EX169NS
EX17 3LB,50.79108,-3.662874,EX173LB
EX17 6BE,50.84484,-3.827249,EX176BE
EX17 6HX,50.79646,-3.813227,EX176HX
EX2 4QD,50.71455,-3.517504,EX24QD
EX2 5JL,50.70819,-3.489666,EX25JL
EX2 5TU,50.70961,-3.486369,EX25TU
EX2 6FU,50.70672,-3.509334,EX26FU
EX2 6HD,50.70108,-3.49393,EX26HD
EX2 7DR,50.69355,-3.481188,EX27DR
EX2 7HU,50.71532,-3.468729,EX27HU
EX2 7NL,50.72472,-3.469378,EX27NL
EX2 8LB,50.69701,-3.514927,EX28LB
EX2 8NL,50.69683,-3.517513,EX28NL
EX2 8PW,50.69931,-3.523923,EX28PW
EX20 1FA,50.73369,-4.004867,EX201FA
EX20 1FJ,50.74197,-3.972861,EX201FJ
EX20 1UA,50.74161,-3.981279,EX201UA
EX20 4ER,50.68441,-4.100194,EX204ER
EX21 5PJ,50.86893,-4.159475,EX215PJ
EX22 6EB,50.8101,-4.352855,EX226EB
EX23 0LZ,50.80812,-4.555151,EX230LZ
EX23 8QN,50.82086,-4.53114,EX238QN
EX3 0LX,50.68924,-3.472501,EX30LX
EX31 1BS,51.0813,-4.059083,EX311BS
EX31 3TA,51.06409,-4.084253,EX313TA
EX31 3TD,51.06493,-4.088658,EX313TD
EX31 3UD,51.06436,-4.089874,EX313UD
EX31 3YB,51.0612,-4.083709,EX313YB
EX32 0AE,51.05397,-4.047982,EX320AE
EX32 7BZ,51.0811,-4.055919,EX327BZ
EX32 7ES,51.08218,-4.059023,EX327ES
EX32 8DJ,51.07729,-4.038361,EX328DJ
EX33 1EE,51.10829,-4.164273,EX331EE
EX33 2JB,51.10878,-4.161296,EX332JB
EX34 7AR,51.17673,-4.196079,EX347AR
EX34 9DS,51.20937,-4.120544,EX349DS
EX34 9NH,51.2073,-4.124773,EX349NH
EX36 3BS,51.02682,-3.839786,EX363BS
EX36 4EY,51.01537,-3.841614,EX364EY
EX38 8EP,50.95255,-4.141365,EX388EP
EX39 1BJ,51.03793,-4.2329,EX391BJ
EX39 1LZ,51.0467,-4.191504,EX391LZ
EX39 2ND,51.02057,-4.20848,EX392ND
EX39 2QE,51.01968,-4.20647,EX392QE
EX39 3BE,51.00655,-4.233843,EX393BE
EX39 3BT,51.00623,-4.233187,EX393BT
EX39 3BU,51.01522,-4.21286,EX393BU
EX39 3DX,51.00719,-4.233675,EX393DX
EX39 3FP,51.01593,-4.226866,EX393FP
EX39 3HN,51.01013,-4.233987,EX393HN
EX39 3PG,51.02894,-4.213613,EX393PG
EX39 4PG,51.02276,-4.149149,EX394PG
EX39 5XX,51.01147,-4.211997,EX395XX
EX4 3AJ,50.72063,-3.536118,EX43AJ
EX4 3SR,50.72674,-3.535014,EX43SR
EX4 7HT,50.7305,-3.509971,EX47HT
EX4 8JN,50.7366,-3.479344,EX48JN
EX5 1DP,50.71044,-3.423196,EX51DP
EX5 1FY,50.7034,-3.448134,EX51FY
EX5 1HQ,50.66551,-3.397697,EX51HQ
EX5 4JZ,50.81758,-3.481533,EX54JZ
EX6 7LU,50.65485,-3.65435,EX67LU
EX6 8AT,50.68322,-3.500624,EX68AT
EX6 8DB,50.67902,-3.495097,EX68DB
EX6 8DG,50.677,-3.495217,EX68DG
EX7 0BQ,50.58481,-3.468181,EX70BQ
EX7 0DE,50.58527,-3.466416,EX70DE
EX7 9AW,50.58203,-3.475454,EX79AW
EX7 9LQ,50.58188,-3.472299,EX79LQ
EX7 9QQ,50.57972,-3.4713,EX79QQ
EX8 1PN,50.62101,-3.411913,EX81PN
EX8 1QS,50.62265,-3.409488,EX81QS
EX8 2FA,50.6146,-3.404328,EX82FA
EX8 2JW,50.62094,-3.40292,EX82JW
EX8 2TS,50.62772,-3.385788,EX82TS
EX8 5EQ,50.64325,-3.381337,EX85EQ
EX9 6JP,50.6288,-3.328838,EX96JP
FY1 1EG,53.81799,-3.053031,FY11EG
FY1 1HP,53.81775,-3.05266,FY11HP
FY1 2JF,53.82857,-3.054268,FY12JF
FY1 2JL,53.8315,-3.053035,FY12JL
FY1 2PW,53.82965,-3.049676,FY12PW
FY1 3AD,53.81829,-3.049317,FY13AD
FY1 3PB,53.81857,-3.041501,FY13PB
FY1 4BT,53.81239,-3.048653,FY14BT
FY1 6RN,53.80664,-3.031881,FY16RN
FY2 0AS,53.85339,-3.03905,FY20AS
FY2 0HJ,53.85212,-3.040554,FY20HJ
FY2 0JW,53.85268,-3.021306,FY20JW
FY2 0PH,53.86041,-3.025098,FY20PH
FY2 0PJ,53.85268,-3.025061,FY20PJ
FY3 7FH,53.83509,-3.027702,FY37FH
FY3 7UN,53.83635,-3.024131,FY37UN
FY3 9JS,53.80638,-3.029794,FY39JS
FY3 9LT,53.80405,-3.005471,FY39LT
FY3 9TH,53.80539,-3.006779,FY39TH
FY4 1EQ,53.79032,-3.051822,FY41EQ
FY4 1EW,53.79802,-3.050679,FY41EW
FY4 2DP,53.77715,-3.035043,FY42DP
FY4 2RF,53.77605,-3.025896,FY42RF
FY4 2RH,53.7752,-3.027985,FY42RH
FY4 2RP,53.77691,-3.028709,FY42RP
FY4 3ET,53.79541,-3.039394,FY43ET
FY4 3RS,53.77814,-3.025127,FY43RS
FY4 4QU,53.79798,-3.007877,FY44QU
FY4 5GU,53.78785,-2.990999,FY45GU
FY4 5LW,53.79093,-2.990449,FY45LW
FY4 5PU,53.78613,-2.990367,FY45PU
FY5 1BQ,53.87923,-3.04188,FY51BQ
FY5 1JN,53.88406,-3.041483,FY51JN
FY5 2AA,53.87749,-3.039403,FY52AA
FY5 2AP,53.88152,-3.038012,FY52AP
FY5 4AD,53.87343,-3.010328,FY54AD
FY5 5EJ,53.86617,-3.006701,FY55EJ
FY5 5LR,53.87898,-2.985089,FY55LR
FY6 0EJ,53.92406,-2.969262,FY60EJ
FY6 7XJ,53.85094,-2.987911,FY67XJ
FY6 8JX,53.84501,-2.966873,FY68JX
FY7 6LQ,53.92289,-3.016456,FY76LQ
FY7 6SR,53.92083,-3.015157,FY76SR
FY7 6TP,53.91961,-3.019391,FY76TP
FY7 7PN,53.90621,-3.028654,FY77PN
FY7 8SF,53.91308,-3.036328,FY78SF
FY8 1JD,53.74414,-3.020767,FY81JD
FY8 1PF,53.75043,-3.029427,FY81PF
FY8 1QR,53.75111,-3.029792,FY81QR
FY8 1TG,53.75343,-3.025375,FY81TG
FY8 1UY,53.75588,-3.020339,FY81UY
FY8 3DU,53.76606,-3.013425,FY83DU
FY8 3QY,53.75398,-2.998862,FY83QY
FY8 4NN,53.74612,-2.942904,FY84NN
FY8 5FT,53.73751,-2.947077,FY85FT
FY8 5PP,53.73651,-2.982257,FY85PP
GL1 1DL,51.86222,-2.248676,GL11DL
GL1 1HX,51.86173,-2.244621,GL11HX
GL1 1JJ,51.86146,-2.246638,GL11JJ
GL1 1PX,51.86267,-2.239994,GL11PX
GL1 1UB,51.86194,-2.249691,GL11UB
GL1 2BS,51.86982,-2.244476,GL12BS
GL1 2EP,51.86375,-2.249759,GL12EP
GL1 2FB,51.8642,-2.252114,GL12FB
GL1 2HT,51.8654,-2.248853,GL12HT
GL1 2NG,51.86615,-2.246504,GL12NG
GL1 2RU,51.86889,-2.254115,GL12RU
GL1 2TG,51.86646,-2.248597,GL12TG
GL1 2UF,51.87444,-2.250806,GL12UF
GL1 3AA,51.86756,-2.242576,GL13AA
GL1 3AJ,51.86753,-2.242997,GL13AJ
GL1 3EJ,51.86802,-2.239485,GL13EJ
GL1 3NU,51.86761,-2.237508,GL13NU
GL1 4HY,51.85952,-2.234299,GL14HY
GL1 4SY,51.85462,-2.236219,GL14SY
GL1 5RZ,51.85599,-2.250761,GL15RZ
GL1 5SQ,51.85462,-2.255617,GL15SQ
GL1 5TG,51.85126,-2.256832,GL15TG
GL10 2BQ,51.74353,-2.286405,GL102BQ
GL10 2JY,51.7434,-2.27599,GL102JY
GL10 2LQ,51.74112,-2.264867,GL102LQ
GL10 3NJ,51.72782,-2.283554,GL103NJ
GL10 3RF,51.74546,-2.302103,GL103RF
GL10 3SL,51.76114,-2.315741,GL103SL
GL12 7BX,51.63799,-2.352728,GL127BX
GL13 9BE,51.6913,-2.456931,GL139BE
GL14 1HJ,51.80689,-2.467324,GL141HJ
GL14 2AB,51.82304,-2.496771,GL142AB
GL14 2RX,51.82371,-2.499738,GL142RX
GL14 2SE,51.8246,-2.499139,GL142SE
GL14 2SH,51.82407,-2.499075,GL142SH
GL14 3NN,51.8171,-2.478441,GL143NN
GL15 4PA,51.75461,-2.552462,GL154PA
GL15 5HE,51.72581,-2.532449,GL155HE
GL16 7HN,51.78897,-2.600103,GL167HN
GL16 8BA,51.79467,-2.617463,GL168BA
GL17 0DR,51.87589,-2.482319,GL170DR
GL17 9AY,51.8515,-2.526658,GL179AY
GL17 9QX,51.84511,-2.575475,GL179QX
GL18 1AH,51.93041,-2.405545,GL181AH
GL2 0PN,51.87054,-2.210958,GL20PN
GL2 0XE,51.88026,-2.203739,GL20XE
GL2 2AP,51.81012,-2.26987,GL22AP
GL2 2AT,51.81242,-2.270856,GL22AT
GL2 2FP,51.81786,-2.26259,GL22FP
GL2 2SN,51.81918,-2.275989,GL22SN
GL2 4AL,51.82855,-2.273783,GL24AL
GL2 4NZ,51.83492,-2.275548,GL24NZ
GL2 4WL,51.82762,-2.286213,GL24WL
GL2 5DR,51.84921,-2.262105,GL25DR
GL2 5EA,51.83766,-2.275086,GL25EA
GL2 5EN,51.83662,-2.273628,GL25EN
GL2 5FD,51.85965,-2.261106,GL25FD
GL2 5FW,51.84383,-2.260579,GL25FW
GL2 5JQ,51.86209,-2.25672,GL25JQ
GL2 5QY,51.8609,-2.251994,GL25QY
GL2 5RG,51.86069,-2.253808,GL25RG
GL2 7HE,51.77447,-2.367345,GL27HE
GL2 7LZ,51.77936,-2.309723,GL27LZ
GL2 8DN,51.87897,-2.30618,GL28DN
GL2 8EY,51.89308,-2.271341,GL28EY
GL2 8HB,51.88939,-2.273077,GL28HB
GL2 9GU,51.8952,-2.220955,GL29GU
GL2 9QL,51.89819,-2.169769,GL29QL
GL2 9RT,51.88316,-2.22187,GL29RT
GL20 8BT,51.99587,-2.139317,GL208BT
GL20 8DN,52.00432,-2.124295,GL208DN
GL20 8SD,52.00253,-2.12732,GL208SD
GL3 1DL,51.88736,-2.215018,GL31DL
GL3 3SH,51.8512,-2.176763,GL33SH
GL3 4ET,51.84833,-2.157792,GL34ET
GL4 0BH,51.8299,-2.238194,GL40BH
GL4 0RJ,51.83564,-2.261359,GL40RJ
GL4 3GG,51.86611,-2.204431,GL43GG
GL4 3HX,51.86655,-2.209211,GL43HX
GL4 6ED,51.83299,-2.221144,GL46ED
GL5 1QJ,51.74762,-2.216656,GL51QJ
GL5 1SB,51.7494,-2.217548,GL51SB
GL5 2AY,51.73802,-2.207602,GL52AY
GL5 2AZ,51.73143,-2.204183,GL52AZ
GL5 2HL,51.74464,-2.21402,GL52HL
GL5 2JT,51.74455,-2.21567,GL52JT
GL5 3DP,51.74508,-2.217947,GL53DP
GL5 4EX,51.74497,-2.227839,GL54EX
GL50 1HR,51.89872,-2.076827,GL501HR
GL50 1HX,51.89894,-2.074691,GL501HX
GL50 1JN,51.89816,-2.073862,GL501JN
GL50 2EA,51.89301,-2.083343,GL502EA
GL50 2LH,51.89507,-2.090743,GL502LH
GL50 3DA,51.9001,-2.078966,GL503DA
GL50 3ER,51.90111,-2.089418,GL503ER
GL50 3SH,51.90063,-2.083051,GL503SH
GL50 4SL,51.92955,-2.074379,GL504SL
GL51 0GS,51.91635,-2.125376,GL510GS
GL51 0LA,51.90923,-2.119018,GL510LA
GL51 0SN,51.91603,-2.108582,GL510SN
GL51 6PN,51.89093,-2.12545,GL516PN
GL51 6SX,51.89861,-2.160905,GL516SX
GL51 8DW,51.90543,-2.084994,GL518DW
GL51 8HF,51.90103,-2.097151,GL518HF
GL51 8PL,51.89963,-2.099996,GL518PL
GL51 9TU,51.91694,-2.101692,GL519TU
GL51 9TX,51.91817,-2.099921,GL519TX
GL52 3EY,51.91059,-2.056045,GL523EY
